Round,ColonyID,Colony,Treatment,All_Weight,All_weight_over100,C_weight,DB_weight,NB_weight,C_weight_less_100,DB_weight_less_100,NB_weight_less_100
Round1,179,col1,c,0.001,0.1003,0.1003,0.1001,0.1001,0.0008,0.0002,0.0012
Round1,179,col1,c,0.001,0.1003,0.1003,0.1002,0.1003,0.001,0.0005,0.0012
Round1,179,col1,c,0.0011,0.1004,0.1004,0.1009,0.1003,0.001,0.0005,0.0013
Round1,179,col1,c,0.0012,0.1005,0.1005,0.1009,0.1008,0.001,0.0005,0.0013
Round1,179,col1,c,0.0013,0.1008,0.1008,0.1009,0.1008,0.001,0.0005,0.0013
Round1,179,col1,c,0.0013,0.101,0.101,0.1011,0.1015,0.0011,0.0007,0.0014
Round1,179,col1,c,0.0017,0.1016,0.1016,0.1012,0.1017,0.0012,0.0007,0.0015
Round1,179,col1,c,0.0018,0.1018,0.1018,0.1019,0.1025,0.0012,0.0007,0.0015
Round1,179,col1,c,0.0019,0.1019,0.1019,0.102,0.1036,0.0012,0.0008,0.0015
Round1,179,col1,c,0.002,0.1019,0.1019,0.1023,0.1039,0.0012,0.0008,0.0016
Round1,179,col1,c,0.0024,0.102,0.102,0.1039,0.104,0.0012,0.001,0.0016
Round1,179,col1,c,0.0024,0.102,0.102,0.104,0.1041,0.0013,0.001,0.0017
Round1,179,col1,c,0.0028,0.1022,0.1022,0.1047,0.1045,0.0013,0.0011,0.0017
Round1,179,col1,c,0.0028,0.1022,0.1022,0.1061,0.1048,0.0013,0.0011,0.0017
Round1,179,col1,c,0.003,0.1024,0.1024,0.1068,0.1058,0.0014,0.0011,0.0018
Round1,179,col1,c,0.0036,0.1025,0.1025,0.1069,0.1059,0.0014,0.0011,0.0018
Round1,179,col1,c,0.0037,0.1026,0.1026,0.1099,0.1063,0.0014,0.0011,0.0018
Round1,179,col1,c,0.0038,0.1026,0.1026,0.1103,0.1067,0.0015,0.0011,0.0019
Round1,179,col1,c,0.0038,0.1027,0.1027,0.1107,0.1069,0.0015,0.0012,0.002
Round1,179,col1,c,0.0042,0.1027,0.1027,0.1109,0.1081,0.0015,0.0013,0.002
Round1,179,col1,c,0.0045,0.1027,0.1027,0.111,0.1093,0.0015,0.0014,0.002
Round1,179,col1,c,0.0046,0.1031,0.1031,0.112,0.1097,0.0015,0.0014,0.002
Round1,179,col1,c,0.0047,0.1032,0.1032,0.1127,0.1099,0.0015,0.0016,0.0021
Round1,179,col1,c,0.0049,0.1032,0.1032,0.1136,0.1111,0.0015,0.0016,0.0022
Round1,179,col1,c,0.005,0.1032,0.1032,0.1137,0.1115,0.0015,0.0017,0.0024
Round1,179,col1,c,0.0051,0.1033,0.1033,0.1142,0.1124,0.0016,0.0018,0.0024
Round1,179,col1,c,0.0053,0.1035,0.1035,0.1146,0.1125,0.0016,0.002,0.0025
Round1,179,col1,c,0.0054,0.1036,0.1036,0.1147,0.1133,0.0016,0.0022,0.0025
Round1,179,col1,c,0.0055,0.1036,0.1036,0.1155,0.1143,0.0016,0.0024,0.0025
Round1,179,col1,c,0.0056,0.1037,0.1037,0.116,0.1158,0.0017,0.0024,0.0026
Round1,179,col1,c,0.0056,0.1043,0.1043,0.1161,0.1159,0.0017,0.0025,0.0027
Round1,179,col1,c,0.006,0.1043,0.1043,0.1162,0.116,0.0017,0.0025,0.0027
Round1,179,col1,c,0.0061,0.1043,0.1043,0.1165,0.1173,0.0017,0.0025,0.0028
Round1,179,col1,c,0.0063,0.1044,0.1044,0.1171,0.1183,0.0017,0.0027,0.003
Round1,179,col1,c,0.009,0.1045,0.1045,0.1176,0.1193,0.0018,0.0028,0.0031
Round1,179,col1,c,0.0094,0.1046,0.1046,0.1178,0.1194,0.0018,0.003,0.0031
Round1,179,col1,c,0.0098,0.1053,0.1053,0.1182,0.1205,0.0018,0.003,0.0032
Round1,179,col1,c,0.0098,0.1057,0.1057,0.1191,0.1206,0.0019,0.0031,0.0033
Round1,179,col1,c,0.0098,0.1062,0.1062,0.1198,0.1206,0.0019,0.0032,0.0034
Round1,179,col1,c,0.0105,0.1062,0.1062,0.1201,0.1214,0.0019,0.0032,0.0035
Round1,179,col1,c,0.0111,0.1062,0.1062,0.1212,0.1217,0.0019,0.0034,0.0036
Round1,179,col1,c,0.0133,0.1065,0.1065,0.1215,0.122,0.002,0.0035,0.0036
Round1,179,col1,c,0.0138,0.1071,0.1071,0.122,0.1228,0.002,0.0037,0.0038
Round1,179,col1,c,0.0158,0.1075,0.1075,0.1221,0.1244,0.0023,0.0039,0.0038
Round1,179,col1,c,0.0177,0.1076,0.1076,0.1231,0.1246,0.0023,0.004,0.0039
Round1,179,col1,c,0.018,0.1076,0.1076,0.1239,0.1252,0.0024,0.004,0.004
Round1,179,col1,c,0.0185,0.1078,0.1078,0.1243,0.1255,0.0024,0.0042,0.004
Round1,179,col1,c,0.0186,0.108,0.108,0.1266,0.1262,0.0024,0.0043,0.0041
Round1,179,col1,c,0.0204,0.1081,0.1081,0.1277,0.1263,0.0024,0.0043,0.0041
Round1,179,col1,c,0.0205,0.1082,0.1082,0.1285,0.1266,0.0024,0.0046,0.0042
Round1,179,col1,c,0.0206,0.1083,0.1083,0.1286,0.1269,0.0024,0.0047,0.0042
Round1,179,col1,c,0.021,0.1085,0.1085,0.1296,0.1273,0.0025,0.0048,0.0043
Round1,179,col1,c,0.0213,0.1087,0.1087,0.1297,0.1273,0.0025,0.0048,0.0043
Round1,179,col1,c,0.0219,0.1092,0.1092,0.1298,0.1275,0.0027,0.0049,0.0044
Round1,179,col1,c,0.0222,0.1094,0.1094,0.132,0.1279,0.0027,0.0049,0.0044
Round1,179,col1,c,0.0227,0.1095,0.1095,0.1332,0.1282,0.0028,0.0049,0.0044
Round1,179,col1,c,0.0228,0.1098,0.1098,0.1333,0.1286,0.0028,0.0049,0.0045
Round1,179,col1,c,0.0229,0.1103,0.1103,0.1336,0.1291,0.0028,0.005,0.0046
Round1,179,col1,c,0.0233,0.1103,0.1103,0.1352,0.1294,0.0028,0.005,0.0046
Round1,179,col1,c,0.0234,0.1104,0.1104,0.1366,0.1296,0.0028,0.005,0.0047
Round1,179,col1,c,0.024,0.1115,0.1115,0.1369,0.1308,0.0028,0.0051,0.0048
Round1,179,col1,c,0.0243,0.1115,0.1115,0.137,0.1312,0.0028,0.0051,0.0049
Round1,179,col1,c,0.0254,0.1121,0.1121,0.1372,0.1321,0.0029,0.0051,0.0049
Round1,179,col1,c,0.0263,0.1122,0.1122,0.1388,0.1322,0.0029,0.0052,0.0049
Round1,179,col1,c,0.0266,0.1124,0.1124,0.1395,0.1322,0.0029,0.0053,0.005
Round1,179,col1,c,0.0267,0.1126,0.1126,0.1408,0.135,0.0029,0.0053,0.0051
Round1,179,col1,c,0.0268,0.1126,0.1126,0.144,0.1355,0.0029,0.0053,0.0051
Round1,179,col1,c,0.0277,0.1128,0.1128,0.1475,0.1365,0.003,0.0054,0.0052
Round1,179,col1,c,0.0279,0.113,0.113,0.1479,0.1375,0.003,0.0056,0.0052
Round1,179,col1,c,0.0288,0.1134,0.1134,0.1503,0.1377,0.003,0.0056,0.0053
Round1,179,col1,c,0.029,0.1134,0.1134,0.151,0.1379,0.0032,0.0057,0.0053
Round1,179,col1,c,0.03,0.1144,0.1144,0.1522,0.1385,0.0032,0.0057,0.0054
Round1,179,col1,c,0.0305,0.1154,0.1154,0.155,0.1388,0.0033,0.0058,0.0054
Round1,179,col1,c,0.0323,0.1154,0.1154,0.1567,0.1397,0.0033,0.0058,0.0054
Round1,179,col1,c,0.0324,0.1159,0.1159,0.1577,0.1407,0.0035,0.006,0.0054
Round1,179,col1,c,0.0331,0.1159,0.1159,0.1582,0.1409,0.0035,0.006,0.0055
Round1,179,col1,c,0.0334,0.116,0.116,0.1583,0.1425,0.0035,0.0061,0.0055
Round1,179,col1,c,0.0345,0.1162,0.1162,0.1586,0.143,0.0035,0.0062,0.0055
Round1,179,col1,c,0.0345,0.1163,0.1163,0.1589,0.1442,0.0036,0.0062,0.0056
Round1,179,col1,c,0.0366,0.1166,0.1166,0.159,0.1448,0.0036,0.0063,0.0056
Round1,179,col1,c,0.0372,0.1168,0.1168,0.1596,0.1449,0.0036,0.0063,0.0056
Round1,179,col1,c,0.0407,0.1168,0.1168,0.1598,0.1467,0.0037,0.0063,0.0057
Round1,179,col1,c,0.0428,0.1169,0.1169,0.1609,0.1472,0.0037,0.0064,0.0058
Round1,179,col1,c,0.045,0.1174,0.1174,0.1613,0.1477,0.0037,0.0064,0.0058
Round1,179,col1,c,0.0453,0.118,0.118,0.1631,0.1495,0.0037,0.0064,0.0058
Round1,179,col1,c,0.0455,0.1186,0.1186,0.1685,0.1496,0.0038,0.0065,0.0059
Round1,179,col1,c,0.046,0.1189,0.1189,0.1712,0.1505,0.0038,0.0066,0.0059
Round1,179,col1,c,0.0477,0.1192,0.1192,0.1725,0.1507,0.0038,0.0066,0.0059
Round1,179,col1,c,0.048,0.1194,0.1194,0.1735,0.151,0.0038,0.0068,0.0059
Round1,179,col1,c,0.0504,0.1196,0.1196,0.1773,0.151,0.0038,0.007,0.006
Round1,179,col1,c,0.0504,0.1199,0.1199,0.1784,0.1513,0.0039,0.007,0.0061
Round1,179,col1,c,0.0512,0.1203,0.1203,0.1786,0.1521,0.004,0.007,0.0061
Round1,179,col1,c,0.0523,0.1204,0.1204,0.18,0.1536,0.004,0.007,0.0062
Round1,179,col1,c,0.0526,0.1206,0.1206,0.1814,0.1545,0.004,0.0072,0.0062
Round1,179,col1,c,0.0528,0.121,0.121,0.187,0.1546,0.0041,0.0073,0.0063
Round1,179,col1,c,0.0539,0.1211,0.1211,0.1885,0.1554,0.0041,0.0074,0.0064
Round1,179,col1,c,0.0548,0.1213,0.1213,0.1893,0.1571,0.0041,0.0074,0.0066
Round1,179,col1,c,0.0559,0.1215,0.1215,0.1895,0.158,0.0041,0.0074,0.0066
Round1,179,col1,c,0.056,0.1229,0.1229,0.1903,0.1586,0.0041,0.0074,0.0066
Round1,179,col1,c,0.0566,0.1231,0.1231,0.1937,0.1587,0.0041,0.0075,0.0067
Round1,179,col1,c,0.0569,0.1245,0.1245,0.194,0.1587,0.0041,0.0075,0.0068
Round1,179,col1,c,0.0569,0.1249,0.1249,0.1959,0.1594,0.0041,0.0075,0.0068
Round1,179,col1,c,0.0572,0.1255,0.1255,0.2015,0.16,0.0041,0.0076,0.0072
Round1,179,col1,c,0.0581,0.1258,0.1258,0.2037,0.1601,0.0041,0.0077,0.0072
Round1,179,col1,c,0.0587,0.1265,0.1265,0.2077,0.1611,0.0042,0.0078,0.0073
Round1,179,col1,c,0.0589,0.1268,0.1268,0.2089,0.1619,0.0042,0.0078,0.0074
Round1,179,col1,c,0.0593,0.127,0.127,0.2102,0.1623,0.0042,0.0079,0.0074
Round1,179,col1,c,0.06,0.1271,0.1271,0.2128,0.1629,0.0042,0.0082,0.0074
Round1,179,col1,c,0.0603,0.1272,0.1272,0.215,0.1632,0.0042,0.0083,0.0075
Round1,179,col1,c,0.0603,0.1278,0.1278,0.2161,0.1634,0.0042,0.0083,0.0075
Round1,179,col1,c,0.0618,0.128,0.128,0.2179,0.1645,0.0043,0.0084,0.0075
Round1,179,col1,c,0.0626,0.1281,0.1281,0.221,0.1646,0.0043,0.0084,0.0076
Round1,179,col1,c,0.0637,0.1285,0.1285,0.2216,0.1649,0.0043,0.0085,0.0077
Round1,179,col1,c,0.0641,0.129,0.129,0.2232,0.1656,0.0043,0.0085,0.0077
Round1,179,col1,c,0.0652,0.1295,0.1295,0.2236,0.1661,0.0043,0.0086,0.0077
Round1,179,col1,c,0.0653,0.1298,0.1298,0.225,0.1665,0.0043,0.0086,0.0078
Round1,179,col1,c,0.0666,0.1298,0.1298,0.2267,0.1671,0.0044,0.0086,0.0079
Round1,179,col1,c,0.0682,0.1303,0.1303,0.2283,0.1686,0.0045,0.0087,0.0079
Round1,179,col1,c,0.0726,0.1304,0.1304,0.2285,0.1688,0.0045,0.0087,0.008
Round1,179,col1,c,0.0736,0.1308,0.1308,0.2285,0.1695,0.0045,0.0087,0.008
Round1,179,col1,c,0.0736,0.131,0.131,0.2305,0.1696,0.0045,0.0087,0.008
Round1,179,col1,c,0.0747,0.1312,0.1312,0.231,0.1701,0.0046,0.0089,0.0081
Round1,179,col1,c,0.0776,0.1312,0.1312,0.2316,0.1702,0.0046,0.0089,0.0082
Round1,179,col1,c,0.0776,0.1315,0.1315,0.2325,0.1715,0.0046,0.009,0.0083
Round1,179,col1,c,0.0788,0.1316,0.1316,0.2354,0.1716,0.0046,0.009,0.0084
Round1,179,col1,c,0.0789,0.1317,0.1317,0.2362,0.1718,0.0047,0.0091,0.0084
Round1,179,col1,c,0.0789,0.1317,0.1317,0.2431,0.1724,0.0047,0.0091,0.0084
Round1,179,col1,c,0.0805,0.1321,0.1321,0.2454,0.1725,0.0047,0.0091,0.0084
Round1,179,col1,c,0.085,0.1325,0.1325,0.2456,0.1734,0.0047,0.0093,0.0085
Round1,179,col1,c,0.0889,0.1328,0.1328,0.2492,0.1738,0.0048,0.0093,0.0085
Round1,179,col1,c,0.0917,0.1329,0.1329,0.2498,0.1743,0.0048,0.0095,0.0085
Round1,179,col1,c,0.0935,0.1333,0.1333,0.2512,0.175,0.0048,0.0095,0.0085
Round1,179,col1,c,0.0949,0.1333,0.1333,0.2522,0.1751,0.0049,0.0097,0.0086
Round1,179,col1,c,0.0961,0.1342,0.1342,0.255,0.1756,0.0049,0.0098,0.0086
Round1,179,col1,c,0.0982,0.1343,0.1343,0.2558,0.1767,0.0049,0.0099,0.0087
Round1,179,col1,c,0.0988,0.1348,0.1348,0.2597,0.1771,0.0049,0.0099,0.0088
Round1,179,col1,c,0.101,0.1355,0.1355,0.2597,0.1776,0.0049,0.01,0.0089
Round1,179,col1,c,0.1027,0.136,0.136,0.26,0.1785,0.0049,0.01,0.0089
Round1,179,col1,c,0.1027,0.1361,0.1361,0.2624,0.1786,0.0049,0.01,0.009
Round1,179,col1,c,0.1032,0.1363,0.1363,0.265,0.1789,0.005,0.0102,0.009
Round1,179,col1,c,0.1062,0.1363,0.1363,0.267,0.1795,0.005,0.0103,0.0092
Round1,179,col1,c,0.1092,0.1365,0.1365,0.2703,0.1796,0.005,0.0104,0.0093
Round1,179,col1,c,0.1154,0.1366,0.1366,0.274,0.18,0.005,0.0104,0.0094
Round1,179,col1,c,0.1166,0.1367,0.1367,0.2748,0.1813,0.005,0.0106,0.0094
Round1,179,col1,c,0.1168,0.1374,0.1374,0.2784,0.1821,0.005,0.0107,0.0095
Round1,179,col1,c,0.1199,0.1375,0.1375,0.2816,0.1825,0.0051,0.0108,0.0096
Round1,179,col1,c,0.1249,0.1377,0.1377,0.2824,0.1826,0.0051,0.0109,0.0097
Round1,179,col1,c,0.1281,0.138,0.138,0.2856,0.1828,0.0052,0.0109,0.0097
Round1,179,col1,c,0.1315,0.1381,0.1381,0.2872,0.1837,0.0052,0.0109,0.0097
Round1,179,col1,c,0.1363,0.1382,0.1382,0.2884,0.1839,0.0052,0.0109,0.0098
Round1,179,col1,c,0.1365,0.1385,0.1385,0.2911,0.1839,0.0052,0.0109,0.0099
Round1,179,col1,c,0.151,0.1387,0.1387,0.2921,0.1842,0.0052,0.0111,0.0099
Round1,179,col1,c,0.1564,0.1392,0.1392,0.2938,0.1855,0.0053,0.0112,0.01
Round1,179,col1,c,0.1586,0.1392,0.1392,0.2971,0.1862,0.0053,0.0112,0.01
Round1,179,col1,c,0.16,0.1396,0.1396,0.2986,0.1863,0.0053,0.0113,0.01
Round1,179,col1,c,0.1615,0.1403,0.1403,0.2991,0.1864,0.0054,0.0114,0.0101
Round1,179,col1,c,0.1647,0.141,0.141,0.2995,0.1875,0.0055,0.0114,0.0101
Round1,179,col1,c,0.1671,0.1416,0.1416,0.301,0.1878,0.0055,0.0115,0.0101
Round1,179,col1,c,0.1759,0.1416,0.1416,0.3025,0.1884,0.0055,0.0115,0.0103
Round1,179,col1,c,0.1847,0.1418,0.1418,0.3028,0.1888,0.0056,0.0116,0.0103
Round1,179,col1,c,0.192,0.1424,0.1424,0.3059,0.1892,0.0056,0.0116,0.0105
Round1,179,col1,c,0.1954,0.1426,0.1426,0.3061,0.1893,0.0056,0.0116,0.0106
Round1,179,col1,c,0.2032,0.145,0.145,0.3076,0.1895,0.0056,0.0117,0.0106
Round1,179,col1,c,0.2184,0.1451,0.1451,0.3101,0.1902,0.0056,0.0117,0.0106
Round1,179,col1,c,0.2185,0.1454,0.1454,0.3111,0.1904,0.0056,0.0118,0.0107
Round1,179,col1,c,0.224,0.1458,0.1458,0.3115,0.1931,0.0056,0.0119,0.011
Round1,179,col1,c,0.2246,0.1458,0.1458,0.3125,0.1938,0.0057,0.0121,0.0112
Round1,179,col1,c,0.2275,0.146,0.146,0.3184,0.1942,0.0058,0.0121,0.0114
Round1,179,col1,c,0.2284,0.1467,0.1467,0.3185,0.1945,0.0058,0.0121,0.0117
Round1,179,col1,c,0.2297,0.1472,0.1472,0.3232,0.196,0.0058,0.0122,0.0117
Round1,179,col1,c,0.2339,0.1486,0.1486,0.3267,0.1971,0.0059,0.0122,0.0118
Round1,179,col1,c,0.2342,0.1488,0.1488,0.3285,0.1972,0.006,0.0123,0.0118
Round1,179,col1,c,0.2399,0.1489,0.1489,0.3288,0.1978,0.006,0.0124,0.0119
Round1,179,col1,c,0.2436,0.1495,0.1495,0.3321,0.1979,0.006,0.0124,0.0119
Round1,179,col1,c,0.244,0.15,0.15,0.3323,0.1981,0.006,0.0126,0.0119
Round1,179,col1,c,0.2448,0.1502,0.1502,0.3324,0.1986,0.006,0.0126,0.0119
Round1,179,col1,c,0.2455,0.1506,0.1506,0.3341,0.1999,0.0061,0.0127,0.012
Round1,179,col1,c,0.2478,0.151,0.151,0.3385,0.2003,0.0061,0.0127,0.0121
Round1,179,col1,c,0.2544,0.1513,0.1513,0.3395,0.2014,0.0061,0.0128,0.0122
Round1,179,col1,c,0.2579,0.1514,0.1514,0.3411,0.2019,0.0061,0.0129,0.0122
Round1,179,col1,c,0.2614,0.1522,0.1522,0.3547,0.2023,0.0061,0.0129,0.0122
Round1,179,col1,c,0.2646,0.1532,0.1532,0.3635,0.2024,0.0061,0.0129,0.0122
Round1,179,col1,c,0.268,0.1534,0.1534,0.3641,0.2035,0.0062,0.0132,0.0124
Round1,179,col1,c,0.2747,0.1537,0.1537,0.3787,0.2045,0.0063,0.0132,0.0125
Round1,179,col1,c,0.2757,0.1541,0.1541,0.3788,0.2046,0.0063,0.0135,0.0127
Round1,179,col1,c,0.2813,0.1549,0.1549,0.3822,0.2052,0.0063,0.0135,0.0128
Round1,179,col1,c,0.2859,0.1561,0.1561,0.3865,0.2055,0.0063,0.0137,0.0128
Round1,179,col1,c,0.2861,0.1564,0.1564,0.3887,0.2062,0.0064,0.0137,0.0131
Round1,179,col1,c,0.3025,0.1564,0.1564,0.4009,0.2072,0.0064,0.0137,0.0131
Round1,179,col1,c,0.3028,0.1565,0.1565,0.4046,0.2087,0.0065,0.0138,0.0132
Round1,179,col1,c,0.3078,0.1566,0.1566,0.4234,0.2097,0.0066,0.0139,0.0134
Round1,179,col1,c,0.3098,0.1572,0.1572,0.4267,0.21,0.0066,0.0139,0.0135
Round1,179,col1,c,0.3104,0.1573,0.1573,0.4321,0.2105,0.0066,0.0139,0.0135
Round1,179,col1,c,0.3125,0.1574,0.1574,0.435,0.2107,0.0066,0.0141,0.0135
Round1,179,col1,c,0.3132,0.1575,0.1575,0.4362,0.2112,0.0066,0.0143,0.0138
Round1,179,col1,c,0.3182,0.1579,0.1579,0.4447,0.2117,0.0066,0.0143,0.0138
Round1,179,col1,c,0.3199,0.158,0.158,0.4488,0.2122,0.0067,0.0148,0.014
Round1,179,col1,c,0.3202,0.158,0.158,0.4562,0.2125,0.0067,0.0149,0.014
Round1,179,col1,c,0.3529,0.1586,0.1586,0.4858,0.2129,0.0068,0.0152,0.0141
Round1,179,col1,c,0.3682,0.1586,0.1586,0.4987,0.2133,0.0069,0.0153,0.0141
Round1,179,col1,c,0.3733,0.1593,0.1593,0.512,0.2137,0.0069,0.0153,0.0141
Round1,179,col1,c,0.3967,0.1594,0.1594,0.5129,0.2142,0.007,0.0153,0.0142
Round1,179,col1,c,0.4162,0.16,0.16,0.5148,0.2142,0.007,0.0154,0.0142
Round1,179,col1,c,0.4185,0.16,0.16,0.5215,0.2144,0.007,0.0156,0.0142
Round1,179,col1,c,0.4297,0.1609,0.1609,0.5242,0.2155,0.0071,0.0156,0.0143
Round1,179,col1,c,0.4376,0.1615,0.1615,0.5329,0.2159,0.0072,0.0157,0.0143
Round1,179,col1,c,0.4419,0.1624,0.1624,0.5607,0.217,0.0073,0.0157,0.0144
Round1,179,col1,c,0.4812,0.1632,0.1632,0.565,0.2182,0.0073,0.016,0.0145
Round1,179,col1,c,0.487,0.1637,0.1637,0.5684,0.2182,0.0073,0.0161,0.0146
Round1,179,col1,c,0.4898,0.1647,0.1647,0.5715,0.2182,0.0073,0.0161,0.0146
Round1,179,col1,c,0.5129,0.1652,0.1652,0.614,0.2187,0.0073,0.0165,0.0146
Round1,179,col1,c,0.5186,0.1656,0.1656,0.66,0.2193,0.0074,0.0166,0.0147
Round1,179,col1,c,0.5234,0.1668,0.1668,0.6612,0.2198,0.0074,0.0166,0.0148
Round1,183,col5,c,0.0012,0.1669,0.1669,0.6613,0.2201,0.0074,0.0168,0.0148
Round1,183,col5,c,0.0013,0.1671,0.1671,0.6649,0.2212,0.0074,0.0169,0.0149
Round1,183,col5,c,0.0014,0.1689,0.1689,0.6674,0.2216,0.0075,0.017,0.015
Round1,183,col5,c,0.0014,0.171,0.171,0.704,0.2233,0.0076,0.0172,0.0151
Round1,183,col5,c,0.0015,0.1716,0.1716,0.7055,0.2241,0.0077,0.0173,0.0151
Round1,183,col5,c,0.0015,0.1721,0.1721,0.7059,0.2243,0.0077,0.0173,0.0152
Round1,183,col5,c,0.0017,0.1737,0.1737,0.7206,0.2247,0.0079,0.0173,0.0152
Round1,183,col5,c,0.0017,0.1744,0.1744,0.7321,0.2248,0.0079,0.0177,0.0153
Round1,183,col5,c,0.0017,0.1745,0.1745,0.7339,0.2249,0.008,0.0178,0.0153
Round1,183,col5,c,0.0018,0.1746,0.1746,0.7423,0.2251,0.008,0.0178,0.0154
Round1,183,col5,c,0.0019,0.1754,0.1754,0.7679,0.2252,0.008,0.018,0.0156
Round1,183,col5,c,0.0024,0.1756,0.1756,0.7701,0.2258,0.008,0.018,0.0156
Round1,183,col5,c,0.0024,0.1759,0.1759,0.7762,0.2259,0.0081,0.018,0.0157
Round1,183,col5,c,0.0025,0.1774,0.1774,0.8084,0.2262,0.0081,0.018,0.0157
Round1,183,col5,c,0.0028,0.1785,0.1785,0.821,0.2272,0.0083,0.0181,0.0158
Round1,183,col5,c,0.0029,0.1785,0.1785,0.8231,0.2283,0.0083,0.0181,0.0158
Round1,183,col5,c,0.0029,0.179,0.179,0.8356,0.2309,0.0084,0.0182,0.016
Round1,183,col5,c,0.0029,0.1809,0.1809,0.8387,0.231,0.0085,0.0183,0.0162
Round1,183,col5,c,0.0029,0.181,0.181,0.8414,0.2326,0.0085,0.0183,0.0163
Round1,183,col5,c,0.003,0.1811,0.1811,0.8487,0.2333,0.0086,0.0185,0.0164
Round1,183,col5,c,0.0037,0.1816,0.1816,0.8554,0.2349,0.0086,0.0186,0.0165
Round1,183,col5,c,0.0037,0.1821,0.1821,0.8819,0.2351,0.0089,0.0186,0.0165
Round1,183,col5,c,0.0038,0.1839,0.1839,0.8963,0.2354,0.009,0.0188,0.0167
Round1,183,col5,c,0.004,0.1843,0.1843,0.9017,0.2356,0.009,0.0188,0.0167
Round1,183,col5,c,0.0042,0.1847,0.1847,0.9088,0.2361,0.009,0.0188,0.0167
Round1,183,col5,c,0.0042,0.1847,0.1847,0.9136,0.2366,0.0091,0.0191,0.0167
Round1,183,col5,c,0.0043,0.1852,0.1852,0.9164,0.2392,0.0091,0.0192,0.0169
Round1,183,col5,c,0.0047,0.1855,0.1855,0.9303,0.2401,0.0091,0.0193,0.0169
Round1,183,col5,c,0.0047,0.1861,0.1861,0.9349,0.2401,0.0093,0.0195,0.0169
Round1,183,col5,c,0.0047,0.1864,0.1864,0.939,0.2403,0.0093,0.0196,0.017
Round1,183,col5,c,0.005,0.1876,0.1876,0.9433,0.241,0.0093,0.0196,0.017
Round1,183,col5,c,0.0051,0.188,0.188,0.9575,0.2418,0.0093,0.0197,0.0172
Round1,183,col5,c,0.0052,0.1883,0.1883,0.9597,0.2443,0.0093,0.0198,0.0173
Round1,183,col5,c,0.0052,0.1886,0.1886,0.9829,0.2444,0.0094,0.0198,0.0176
Round1,183,col5,c,0.0053,0.1887,0.1887,0.9888,0.2457,0.0094,0.0198,0.0177
Round1,183,col5,c,0.0055,0.1898,0.1898,0.9925,0.2466,0.0094,0.0199,0.0177
Round1,183,col5,c,0.0056,0.1915,0.1915,0.9937,0.2473,0.0094,0.02,0.0177
Round1,183,col5,c,0.0061,0.192,0.192,0.995,0.2484,0.0095,0.0201,0.0178
Round1,183,col5,c,0.0063,0.1928,0.1928,0.9952,0.2498,0.0095,0.0202,0.018
Round1,183,col5,c,0.0064,0.1928,0.1928,1.0129,0.2504,0.0096,0.0205,0.0182
Round1,183,col5,c,0.0066,0.1934,0.1934,1.0165,0.2513,0.0098,0.0205,0.0182
Round1,183,col5,c,0.0069,0.1954,0.1954,1.0189,0.2543,0.0098,0.0205,0.0183
Round1,183,col5,c,0.0071,0.197,0.197,1.033,0.2569,0.0098,0.0205,0.0184
Round1,183,col5,c,0.0072,0.1976,0.1976,1.0396,0.26,0.0098,0.0207,0.0185
Round1,183,col5,c,0.0073,0.198,0.198,1.0435,0.2609,0.0098,0.0207,0.0185
Round1,183,col5,c,0.0074,0.1982,0.1982,1.0439,0.2616,0.0099,0.0207,0.0186
Round1,183,col5,c,0.0074,0.1987,0.1987,1.0443,0.2621,0.0102,0.0208,0.0186
Round1,183,col5,c,0.0075,0.2001,0.2001,1.0473,0.2625,0.0103,0.0209,0.0187
Round1,183,col5,c,0.0077,0.2002,0.2002,1.0507,0.2649,0.0105,0.0209,0.0187
Round1,183,col5,c,0.0084,0.2007,0.2007,1.053,0.2666,0.0105,0.021,0.019
Round1,183,col5,c,0.0091,0.2032,0.2032,1.0558,0.2666,0.0106,0.021,0.019
Round1,183,col5,c,0.0093,0.2035,0.2035,1.06,0.2666,0.0106,0.0212,0.0192
Round1,183,col5,c,0.0094,0.2042,0.2042,1.0615,0.267,0.0109,0.0213,0.0192
Round1,183,col5,c,0.0094,0.205,0.205,1.0721,0.2674,0.0111,0.0213,0.0193
Round1,183,col5,c,0.0106,0.2096,0.2096,1.0773,0.2675,0.0111,0.0215,0.0194
Round1,183,col5,c,0.0111,0.2105,0.2105,1.0788,0.2676,0.0112,0.0217,0.0194
Round1,183,col5,c,0.0113,0.2124,0.2124,1.08,0.2745,0.0113,0.0219,0.0194
Round1,183,col5,c,0.0115,0.2174,0.2174,1.0858,0.275,0.0113,0.022,0.0195
Round1,183,col5,c,0.0122,0.2184,0.2184,1.0915,0.2797,0.0115,0.0223,0.0196
Round1,183,col5,c,0.0126,0.2185,0.2185,1.1031,0.2805,0.0116,0.0225,0.0197
Round1,183,col5,c,0.0126,0.2203,0.2203,1.1052,0.2811,0.0116,0.0227,0.0199
Round1,183,col5,c,0.0127,0.2209,0.2209,1.1131,0.2816,0.0117,0.0227,0.02
Round1,183,col5,c,0.0129,0.2218,0.2218,1.1153,0.2821,0.0118,0.0228,0.0201
Round1,183,col5,c,0.0129,0.224,0.224,1.1168,0.2828,0.0119,0.0229,0.0203
