Round,ColonyID,Colony,Treatment,All_Weight,All_weight_over100,C_weight,DB_weight,NB_weight,C_weight_less_100,DB_weight_less_100,NB_weight_less_100
Round2,192,col13,nb,0.0026,,,,,,,
Round2,192,col13,nb,0.0031,,,,,,,
Round2,192,col13,nb,0.0036,,,,,,,
Round2,192,col13,nb,0.0038,,,,,,,
Round2,192,col13,nb,0.0052,,,,,,,
Round2,192,col13,nb,0.0056,,,,,,,
Round2,192,col13,nb,0.0058,,,,,,,
Round2,192,col13,nb,0.0058,,,,,,,
Round2,192,col13,nb,0.0059,,,,,,,
Round2,192,col13,nb,0.0062,,,,,,,
Round2,192,col13,nb,0.0066,,,,,,,
Round2,192,col13,nb,0.0072,,,,,,,
Round2,192,col13,nb,0.0075,,,,,,,
Round2,192,col13,nb,0.0076,,,,,,,
Round2,192,col13,nb,0.0077,,,,,,,
Round2,192,col13,nb,0.008,,,,,,,
Round2,192,col13,nb,0.0081,,,,,,,
Round2,192,col13,nb,0.0085,,,,,,,
Round2,192,col13,nb,0.009,,,,,,,
Round2,192,col13,nb,0.0092,,,,,,,
Round2,192,col13,nb,0.0093,,,,,,,
Round2,192,col13,nb,0.0094,,,,,,,
Round2,192,col13,nb,0.0097,,,,,,,
Round2,192,col13,nb,0.0098,,,,,,,
Round2,192,col13,nb,0.01,,,,,,,
Round2,192,col13,nb,0.0101,,,,,,,
Round2,192,col13,nb,0.0105,,,,,,,
Round2,192,col13,nb,0.0106,,,,,,,
Round2,192,col13,nb,0.0112,,,,,,,
Round2,192,col13,nb,0.0114,,,,,,,
Round2,192,col13,nb,0.0117,,,,,,,
Round2,192,col13,nb,0.0118,,,,,,,
Round2,192,col13,nb,0.0119,,,,,,,
Round2,192,col13,nb,0.0121,,,,,,,
Round2,192,col13,nb,0.0132,,,,,,,
Round2,192,col13,nb,0.014,,,,,,,
Round2,192,col13,nb,0.0141,,,,,,,
Round2,192,col13,nb,0.0146,,,,,,,
Round2,192,col13,nb,0.0148,,,,,,,
Round2,192,col13,nb,0.0151,,,,,,,
Round2,192,col13,nb,0.0151,,,,,,,
Round2,192,col13,nb,0.0152,,,,,,,
Round2,192,col13,nb,0.0152,,,,,,,
Round2,192,col13,nb,0.0153,,,,,,,
Round2,192,col13,nb,0.0157,,,,,,,
Round2,192,col13,nb,0.0165,,,,,,,
Round2,192,col13,nb,0.0167,,,,,,,
Round2,192,col13,nb,0.017,,,,,,,
Round2,192,col13,nb,0.0182,,,,,,,
Round2,192,col13,nb,0.019,,,,,,,
Round2,192,col13,nb,0.0194,,,,,,,
Round2,192,col13,nb,0.0204,,,,,,,
Round2,192,col13,nb,0.0206,,,,,,,
Round2,192,col13,nb,0.0217,,,,,,,
Round2,192,col13,nb,0.0217,,,,,,,
Round2,192,col13,nb,0.0226,,,,,,,
Round2,192,col13,nb,0.0229,,,,,,,
Round2,192,col13,nb,0.0233,,,,,,,
Round2,192,col13,nb,0.0233,,,,,,,
Round2,192,col13,nb,0.024,,,,,,,
Round2,192,col13,nb,0.0243,,,,,,,
Round2,192,col13,nb,0.0243,,,,,,,
Round2,192,col13,nb,0.0254,,,,,,,
Round2,192,col13,nb,0.0254,,,,,,,
Round2,192,col13,nb,0.0259,,,,,,,
Round2,192,col13,nb,0.026,,,,,,,
Round2,192,col13,nb,0.0262,,,,,,,
Round2,192,col13,nb,0.0263,,,,,,,
Round2,192,col13,nb,0.0264,,,,,,,
Round2,192,col13,nb,0.0264,,,,,,,
Round2,192,col13,nb,0.0265,,,,,,,
Round2,192,col13,nb,0.0273,,,,,,,
Round2,192,col13,nb,0.0273,,,,,,,
Round2,192,col13,nb,0.0275,,,,,,,
Round2,192,col13,nb,0.0277,,,,,,,
Round2,192,col13,nb,0.0277,,,,,,,
Round2,192,col13,nb,0.0284,,,,,,,
Round2,192,col13,nb,0.0291,,,,,,,
Round2,192,col13,nb,0.0299,,,,,,,
Round2,192,col13,nb,0.0304,,,,,,,
Round2,192,col13,nb,0.0306,,,,,,,
Round2,192,col13,nb,0.0327,,,,,,,
Round2,192,col13,nb,0.0334,,,,,,,
Round2,192,col13,nb,0.0337,,,,,,,
Round2,192,col13,nb,0.0339,,,,,,,
Round2,192,col13,nb,0.0342,,,,,,,
Round2,192,col13,nb,0.035,,,,,,,
Round2,192,col13,nb,0.0356,,,,,,,
Round2,192,col13,nb,0.0357,,,,,,,
Round2,192,col13,nb,0.0358,,,,,,,
Round2,192,col13,nb,0.0362,,,,,,,
Round2,192,col13,nb,0.0365,,,,,,,
Round2,192,col13,nb,0.0369,,,,,,,
Round2,192,col13,nb,0.037,,,,,,,
Round2,192,col13,nb,0.037,,,,,,,
Round2,192,col13,nb,0.0379,,,,,,,
Round2,192,col13,nb,0.0384,,,,,,,
Round2,192,col13,nb,0.0385,,,,,,,
Round2,192,col13,nb,0.0389,,,,,,,
Round2,192,col13,nb,0.039,,,,,,,
Round2,192,col13,nb,0.039,,,,,,,
Round2,192,col13,nb,0.0393,,,,,,,
Round2,192,col13,nb,0.0393,,,,,,,
Round2,192,col13,nb,0.0399,,,,,,,
Round2,192,col13,nb,0.0401,,,,,,,
Round2,192,col13,nb,0.0404,,,,,,,
Round2,192,col13,nb,0.0404,,,,,,,
Round2,192,col13,nb,0.0405,,,,,,,
Round2,192,col13,nb,0.0408,,,,,,,
Round2,192,col13,nb,0.0408,,,,,,,
Round2,192,col13,nb,0.0413,,,,,,,
Round2,192,col13,nb,0.0422,,,,,,,
Round2,192,col13,nb,0.0426,,,,,,,
Round2,192,col13,nb,0.0427,,,,,,,
Round2,192,col13,nb,0.0428,,,,,,,
Round2,192,col13,nb,0.0429,,,,,,,
Round2,192,col13,nb,0.0436,,,,,,,
Round2,192,col13,nb,0.0458,,,,,,,
Round2,192,col13,nb,0.0464,,,,,,,
Round2,192,col13,nb,0.0478,,,,,,,
Round2,192,col13,nb,0.05,,,,,,,
Round2,192,col13,nb,0.0504,,,,,,,
Round2,192,col13,nb,0.0505,,,,,,,
Round2,192,col13,nb,0.052,,,,,,,
Round2,192,col13,nb,0.0524,,,,,,,
Round2,192,col13,nb,0.0539,,,,,,,
Round2,192,col13,nb,0.054,,,,,,,
Round2,192,col13,nb,0.0574,,,,,,,
Round2,192,col13,nb,0.0579,,,,,,,
Round2,192,col13,nb,0.0595,,,,,,,
Round2,192,col13,nb,0.06,,,,,,,
Round2,192,col13,nb,0.0608,,,,,,,
Round2,192,col13,nb,0.0613,,,,,,,
Round2,192,col13,nb,0.0658,,,,,,,
Round2,192,col13,nb,0.0674,,,,,,,
Round2,192,col13,nb,0.0685,,,,,,,
Round2,192,col13,nb,0.0706,,,,,,,
Round2,192,col13,nb,0.0711,,,,,,,
Round2,192,col13,nb,0.0712,,,,,,,
Round2,192,col13,nb,0.0713,,,,,,,
Round2,192,col13,nb,0.0724,,,,,,,
Round2,192,col13,nb,0.0732,,,,,,,
Round2,192,col13,nb,0.0735,,,,,,,
Round2,192,col13,nb,0.079,,,,,,,
Round2,192,col13,nb,0.0798,,,,,,,
Round2,192,col13,nb,0.0839,,,,,,,
Round2,192,col13,nb,0.0886,,,,,,,
Round2,192,col13,nb,0.0902,,,,,,,
Round2,192,col13,nb,0.0949,,,,,,,
Round2,192,col13,nb,0.0953,,,,,,,
Round2,192,col13,nb,0.0959,,,,,,,
Round2,192,col13,nb,0.0961,,,,,,,
Round2,192,col13,nb,0.0977,,,,,,,
Round2,192,col13,nb,0.0992,,,,,,,
Round2,192,col13,nb,0.0994,,,,,,,
Round2,192,col13,nb,0.0997,,,,,,,
Round2,192,col13,nb,0.1001,,,,,,,
Round2,192,col13,nb,0.1008,,,,,,,
Round2,192,col13,nb,0.1015,,,,,,,
Round2,192,col13,nb,0.1025,,,,,,,
Round2,192,col13,nb,0.1036,,,,,,,
Round2,192,col13,nb,0.1045,,,,,,,
Round2,192,col13,nb,0.1058,,,,,,,
Round2,192,col13,nb,0.1063,,,,,,,
Round2,192,col13,nb,0.1067,,,,,,,
Round2,192,col13,nb,0.1081,,,,,,,
Round2,192,col13,nb,0.1093,,,,,,,
Round2,192,col13,nb,0.1097,,,,,,,
Round2,192,col13,nb,0.1124,,,,,,,
Round2,192,col13,nb,0.1133,,,,,,,
Round2,192,col13,nb,0.1194,,,,,,,
Round2,192,col13,nb,0.1206,,,,,,,
Round2,192,col13,nb,0.1206,,,,,,,
Round2,192,col13,nb,0.122,,,,,,,
Round2,192,col13,nb,0.1228,,,,,,,
Round2,192,col13,nb,0.1262,,,,,,,
Round2,192,col13,nb,0.1263,,,,,,,
Round2,192,col13,nb,0.1279,,,,,,,
Round2,192,col13,nb,0.1282,,,,,,,
Round2,192,col13,nb,0.1286,,,,,,,
Round2,192,col13,nb,0.1308,,,,,,,
Round2,192,col13,nb,0.1322,,,,,,,
Round2,192,col13,nb,0.1379,,,,,,,
Round2,192,col13,nb,0.143,,,,,,,
Round2,192,col13,nb,0.1449,,,,,,,
Round2,192,col13,nb,0.1477,,,,,,,
Round2,192,col13,nb,0.1496,,,,,,,
Round2,192,col13,nb,0.1545,,,,,,,
Round2,192,col13,nb,0.1587,,,,,,,
Round2,192,col13,nb,0.1611,,,,,,,
Round2,192,col13,nb,0.1751,,,,,,,
Round2,192,col13,nb,0.1767,,,,,,,
Round2,192,col13,nb,0.1771,,,,,,,
Round2,192,col13,nb,0.18,,,,,,,
Round2,192,col13,nb,0.1902,,,,,,,
Round2,192,col13,nb,0.1931,,,,,,,
Round2,192,col13,nb,0.1979,,,,,,,
Round2,192,col13,nb,0.2023,,,,,,,
Round2,192,col13,nb,0.2024,,,,,,,
Round2,192,col13,nb,0.2055,,,,,,,
Round2,192,col13,nb,0.2072,,,,,,,
Round2,192,col13,nb,0.21,,,,,,,
Round2,192,col13,nb,0.2159,,,,,,,
Round2,192,col13,nb,0.2182,,,,,,,
Round2,192,col13,nb,0.2182,,,,,,,
Round2,192,col13,nb,0.2187,,,,,,,
Round2,192,col13,nb,0.2198,,,,,,,
Round2,192,col13,nb,0.2201,,,,,,,
Round2,192,col13,nb,0.2309,,,,,,,
Round2,192,col13,nb,0.2326,,,,,,,
Round2,192,col13,nb,0.2366,,,,,,,
Round2,192,col13,nb,0.2392,,,,,,,
Round2,192,col13,nb,0.2403,,,,,,,
Round2,192,col13,nb,0.2457,,,,,,,
Round2,192,col13,nb,0.2504,,,,,,,
Round2,192,col13,nb,0.267,,,,,,,
Round2,192,col13,nb,0.2674,,,,,,,
Round2,192,col13,nb,0.2805,,,,,,,
Round2,192,col13,nb,0.2871,,,,,,,
Round2,192,col13,nb,0.304,,,,,,,
Round2,192,col13,nb,0.3243,,,,,,,
Round2,192,col13,nb,0.3338,,,,,,,
Round2,192,col13,nb,0.351,,,,,,,
Round2,192,col13,nb,0.4013,,,,,,,
Round2,192,col13,nb,0.4081,,,,,,,
