Date_m,Round,Date,ColonyID,Colony,Treatment,Oocyte1,Oocyte2,Oocyte3,Average_oocyte
18-May,Round2,1,192,col13,nb,1.7,1.3,0.9,1.3
18-May,Round2,1,192,col13,nb,0.3,0.25,0.25,0.266666667
18-May,Round2,1,192,col13,nb,0.25,0.25,0.2,0.233333333
18-May,Round2,1,192,col13,nb,0.2,0.2,0.2,0.2
18-May,Round2,1,192,col13,nb,0.35,0.3,0.3,0.316666667
18-May,Round2,1,192,col13,nb,0.35,0.2,-,0.275
18-May,Round2,1,192,col13,nb,0.4,0.35,0.25,0.333333333
18-May,Round2,1,193,col14,c,0.1,0.1,0.1,0.1
18-May,Round2,1,193,col14,c,0.2,0.15,0.15,0.166666667
18-May,Round2,1,193,col14,c,0.2,0.15,0.15,0.166666667
18-May,Round2,1,193,col14,c,0.1,0.05,0.05,0.066666667
18-May,Round2,1,193,col14,c,0.2,0.2,0.15,0.183333333
18-May,Round2,1,193,col14,c,0.1,0.1,0.1,0.1
18-May,Round2,1,193,col14,c,0.15,0.15,0.15,0.15
18-May,Round2,1,193,col14,c,0.25,0.25,0.2,0.233333333
18-May,Round2,1,193,col14,c,0.3,0.25,0.25,0.266666667
18-May,Round2,1,193,col14,c,0.2,0.2,0.15,0.183333333
18-May,Round2,1,194,col15,db,0.1,0.1,0.1,0.1
18-May,Round2,1,194,col15,db,0.2,0.2,0.2,0.2
18-May,Round2,1,194,col15,db,0.15,0.15,0.1,0.133333333
18-May,Round2,1,194,col15,db,-,-,-,
18-May,Round2,1,194,col15,db,0.15,0.15,0.1,0.133333333
18-May,Round2,1,194,col15,db,1.1,0.65,0.6,0.783333333
18-May,Round2,1,194,col15,db,0.15,0.15,0.15,0.15
18-May,Round2,1,194,col15,db,0.25,0.2,0.2,0.216666667
18-May,Round2,1,194,col15,db,0.3,0.2,0.15,0.216666667
18-May,Round2,1,194,col15,db,1.65,0.55,0.55,0.916666667
18-May,Round2,1,195,col16,c,0.45,0.4,0.4,0.416666667
18-May,Round2,1,195,col16,c,0.35,0.35,0.3,0.333333333
18-May,Round2,1,195,col16,c,0.35,0.3,0.3,0.316666667
18-May,Round2,1,195,col16,c,-,-,-,
18-May,Round2,1,195,col16,c,0.3,0.25,0.25,0.266666667
18-May,Round2,1,195,col16,c,0.4,0.4,0.35,0.383333333
18-May,Round2,1,195,col16,c,0.25,0.25,0.25,0.25
18-May,Round2,1,195,col16,c,2.45,2.45,2.3,2.4
18-May,Round2,1,195,col16,c,0.1,0.1,0.1,0.1
18-May,Round2,1,195,col16,c,0.1,0.1,0.1,0.1
24-May,Round2,7,188,col9,db,0.15,0.1,0.1,0.116666667
24-May,Round2,7,188,col9,db,3.1,3,2.45,2.85
24-May,Round2,7,188,col9,db,0.5,0.45,0.4,0.45
24-May,Round2,7,188,col9,db,3.15,3.1,2.85,3.033333333
24-May,Round2,7,188,col9,db,0.15,0.15,0.05,0.116666667
24-May,Round2,7,188,col9,db,2.9,2.85,2.15,2.633333333
24-May,Round2,7,188,col9,db,0.3,0.25,0.25,0.266666667
24-May,Round2,7,188,col9,db,3.25,3,2.25,2.833333333
24-May,Round2,7,188,col9,db,0.5,0.3,0.3,0.366666667
24-May,Round2,7,188,col9,db,1,0.75,0.65,0.8
24-May,Round2,7,189,col10,c,0.5,0.4,0.4,0.433333333
24-May,Round2,7,189,col10,c,1.55,1.3,1.2,1.35
24-May,Round2,7,189,col10,c,0.45,0.45,0.4,0.433333333
24-May,Round2,7,189,col10,c,3.25,1.9,1.35,2.166666667
24-May,Round2,7,189,col10,c,2.25,2,1.5,1.916666667
24-May,Round2,7,189,col10,c,0.15,0.15,0.1,0.133333333
24-May,Round2,7,189,col10,c,0.5,0.5,0.45,0.483333333
24-May,Round2,7,189,col10,c,0.3,0.25,0.25,0.266666667
24-May,Round2,7,189,col10,c,2.5,1.75,1.75,2
24-May,Round2,7,189,col10,c,2.25,2.25,1.9,2.133333333
24-May,Round2,7,190,col11,c,0.2,0.15,0.15,0.166666667
24-May,Round2,7,190,col11,c,1,0.95,0.9,0.95
24-May,Round2,7,190,col11,c,0.1,0.1,0.1,0.1
24-May,Round2,7,190,col11,c,0.15,0.15,0.15,0.15
24-May,Round2,7,190,col11,c,0.2,0.15,0.15,0.166666667
24-May,Round2,7,190,col11,c,0.6,0.55,0.5,0.55
24-May,Round2,7,190,col11,c,0.15,0.15,0.15,0.15
24-May,Round2,7,190,col11,c,0.25,0.2,0.2,0.216666667
24-May,Round2,7,190,col11,c,0.2,0.15,0.15,0.166666667
24-May,Round2,7,190,col11,c,0.3,0.25,0.2,0.25
24-May,Round2,7,191,col12,nb,0.3,0.3,0.25,0.283333333
24-May,Round2,7,191,col12,nb,0.15,0.15,0.15,0.15
24-May,Round2,7,191,col12,nb,0.55,0.5,0.5,0.516666667
24-May,Round2,7,191,col12,nb,2,1.85,1.6,1.816666667
24-May,Round2,7,191,col12,nb,3.25,2.75,1.75,2.583333333
24-May,Round2,7,191,col12,nb,0.25,0.2,0.15,0.2
24-May,Round2,7,191,col12,nb,0.6,0.6,0.5,0.566666667
24-May,Round2,7,191,col12,nb,3,1.55,1.35,1.966666667
24-May,Round2,7,191,col12,nb,1.75,1.1,1,1.283333333
24-May,Round2,7,191,col12,nb,-,-,-,
24-May,Round2,7,192,col13,nb,0.25,0.2,0.2,0.216666667
24-May,Round2,7,192,col13,nb,2.95,2.75,2,2.566666667
24-May,Round2,7,192,col13,nb,2.6,1.75,1.7,2.016666667
24-May,Round2,7,192,col13,nb,0.3,0.3,0.25,0.283333333
24-May,Round2,7,192,col13,nb,0.1,0.1,0.1,0.1
24-May,Round2,7,192,col13,nb,3.15,3.15,3.05,3.116666667
24-May,Round2,7,192,col13,nb,2.3,1.85,1.75,1.966666667
24-May,Round2,7,192,col13,nb,3.3,3.25,2.6,3.05
24-May,Round2,7,192,col13,nb,2.9,2.55,2.5,2.65
24-May,Round2,7,192,col13,nb,2.5,1.85,1.75,2.033333333
24-May,Round2,7,193,col14,c,0.1,0.1,0.1,0.1
24-May,Round2,7,193,col14,c,1.5,1.5,1.5,1.5
24-May,Round2,7,193,col14,c,0.65,0.6,0.4,0.55
24-May,Round2,7,193,col14,c,0.15,0.15,0.1,0.133333333
24-May,Round2,7,193,col14,c,2.5,2.25,1.5,2.083333333
24-May,Round2,7,193,col14,c,0.25,0.25,0.25,0.25
24-May,Round2,7,193,col14,c,0.2,0.2,0.2,0.2
24-May,Round2,7,193,col14,c,0.15,0.1,0.1,0.116666667
24-May,Round2,7,193,col14,c,2,1.85,1.65,1.833333333
24-May,Round2,7,193,col14,c,0.1,0.1,0.1,0.1
24-May,Round2,7,194,col15,db,0.25,0.2,0.2,0.216666667
24-May,Round2,7,194,col15,db,0.2,0.15,0.15,0.166666667
24-May,Round2,7,194,col15,db,0.2,0.2,0.15,0.183333333
24-May,Round2,7,194,col15,db,0.25,0.25,0.2,0.233333333
24-May,Round2,7,194,col15,db,0.05,0.05,0.05,0.05
24-May,Round2,7,194,col15,db,0.2,0.15,0.15,0.166666667
24-May,Round2,7,194,col15,db,0.15,0.15,0.1,0.133333333
24-May,Round2,7,194,col15,db,2.65,2.6,2.25,2.5
24-May,Round2,7,194,col15,db,2.75,2.75,2.25,2.583333333
24-May,Round2,7,194,col15,db,0.45,0.4,0.35,0.4
24-May,Round2,7,195,col16,c,2.75,2.5,2,2.416666667
24-May,Round2,7,195,col16,c,0.15,0.15,0.15,0.15
24-May,Round2,7,195,col16,c,0.35,0.3,0.25,0.3
24-May,Round2,7,195,col16,c,3,3,3,3
24-May,Round2,7,195,col16,c,0.1,0.1,0.1,0.1
24-May,Round2,7,195,col16,c,0.45,0.45,0.35,0.416666667
24-May,Round2,7,195,col16,c,0.2,0.15,0.15,0.166666667
24-May,Round2,7,195,col16,c,2.95,2.75,2.5,2.733333333
24-May,Round2,7,195,col16,c,0.2,0.2,0.2,0.2
24-May,Round2,7,195,col16,c,3.5,3,2.8,3.1
30-May,Round2,13,188,col9,db,0.2,0.15,0.15,0.166666667
30-May,Round2,13,188,col9,db,0.25,0.25,0.2,0.233333333
30-May,Round2,13,188,col9,db,0.15,0.15,0.05,0.116666667
30-May,Round2,13,188,col9,db,0.35,0.3,0.3,0.316666667
30-May,Round2,13,188,col9,db,2.7,2.5,2.45,2.55
30-May,Round2,13,188,col9,db,2.9,2.35,1.65,2.3
30-May,Round2,13,188,col9,db,3,2.85,1.75,2.533333333
30-May,Round2,13,188,col9,db,1.55,1.1,1,1.216666667
30-May,Round2,13,188,col9,db,3.15,1.95,1.5,2.2
30-May,Round2,13,188,col9,db,2.75,2.75,2.7,2.733333333
30-May,Round2,13,189,col10,c,0.25,0.2,0.2,0.216666667
30-May,Round2,13,189,col10,c,1.4,1.05,1.05,1.166666667
30-May,Round2,13,189,col10,c,3.25,3.25,3.2,3.233333333
30-May,Round2,13,189,col10,c,0.9,0.85,0.45,0.733333333
30-May,Round2,13,189,col10,c,3.3,3.15,2.85,3.1
30-May,Round2,13,189,col10,c,1.8,1.65,1.4,1.616666667
30-May,Round2,13,189,col10,c,1,0.65,0.55,0.733333333
30-May,Round2,13,189,col10,c,0.15,0.1,0.1,0.116666667
30-May,Round2,13,189,col10,c,0.4,0.4,0.4,0.4
30-May,Round2,13,189,col10,c,3,2.25,2.25,2.5
30-May,Round2,13,190,col11,c,3.65,3.15,2.75,3.183333333
30-May,Round2,13,190,col11,c,0.55,0.5,0.45,0.5
30-May,Round2,13,190,col11,c,0.95,0.65,0.5,0.7
30-May,Round2,13,190,col11,c,2.75,2.5,2.15,2.466666667
30-May,Round2,13,190,col11,c,0.15,0.1,0.1,0.116666667
30-May,Round2,13,190,col11,c,1.55,1.5,1.4,1.483333333
30-May,Round2,13,190,col11,c,0.65,0.6,0.55,0.6
30-May,Round2,13,190,col11,c,0.4,0.35,0.3,0.35
30-May,Round2,13,190,col11,c,2.25,1.75,1.2,1.733333333
30-May,Round2,13,190,col11,c,0.6,0.5,0.45,0.516666667
30-May,Round2,13,191,col12,nb,3.25,2.75,2.65,2.883333333
30-May,Round2,13,191,col12,nb,0.3,0.25,0.25,0.266666667
30-May,Round2,13,191,col12,nb,0.35,0.25,0.25,0.283333333
30-May,Round2,13,191,col12,nb,3.25,2.75,1.6,2.533333333
30-May,Round2,13,191,col12,nb,0.5,0.45,0.4,0.45
30-May,Round2,13,191,col12,nb,3.25,3.25,2.4,2.966666667
30-May,Round2,13,191,col12,nb,3.15,2.75,2.5,2.8
30-May,Round2,13,191,col12,nb,1.5,1,0.8,1.1
30-May,Round2,13,191,col12,nb,0.25,0.2,0.2,0.216666667
30-May,Round2,13,191,col12,nb,3.15,2.85,2.5,2.833333333
30-May,Round2,13,192,col13,nb,3.35,3.35,3,3.233333333
30-May,Round2,13,192,col13,nb,0.2,0.15,0.15,0.166666667
30-May,Round2,13,192,col13,nb,2.55,2.35,2.25,2.383333333
30-May,Round2,13,192,col13,nb,3.5,3.5,3.5,3.5
30-May,Round2,13,192,col13,nb,0.15,0.15,0.15,0.15
30-May,Round2,13,192,col13,nb,3,3,2.95,2.983333333
30-May,Round2,13,192,col13,nb,3.3,3.25,3.15,3.233333333
30-May,Round2,13,192,col13,nb,3.25,3.15,3.15,3.183333333
30-May,Round2,13,192,col13,nb,3,3,2.25,2.75
30-May,Round2,13,192,col13,nb,0.1,0.05,0.05,0.066666667
30-May,Round2,13,193,col14,c,0.25,0.25,0.25,0.25
30-May,Round2,13,193,col14,c,2,1.9,1.85,1.916666667
30-May,Round2,13,193,col14,c,1.5,1.3,1.25,1.35
30-May,Round2,13,193,col14,c,0.35,0.35,0.3,0.333333333
30-May,Round2,13,193,col14,c,0.4,0.4,0.35,0.383333333
30-May,Round2,13,193,col14,c,3.1,2.95,2.75,2.933333333
30-May,Round2,13,193,col14,c,2.75,2.5,2.15,2.466666667
30-May,Round2,13,193,col14,c,2.75,2.65,2.6,2.666666667
30-May,Round2,13,193,col14,c,3.25,2.75,2.75,2.916666667
30-May,Round2,13,193,col14,c,3.35,3.25,2.65,3.083333333
30-May,Round2,13,194,col15,db,0.1,0.1,0.1,0.1
30-May,Round2,13,194,col15,db,0.2,0.1,0.1,0.133333333
30-May,Round2,13,194,col15,db,1.25,0.75,0.7,0.9
30-May,Round2,13,194,col15,db,0.9,0.65,0.45,0.666666667
30-May,Round2,13,194,col15,db,0.45,0.3,0.25,0.333333333
30-May,Round2,13,194,col15,db,0.5,0.45,0.4,0.45
30-May,Round2,13,194,col15,db,3.05,2.5,2.15,2.566666667
30-May,Round2,13,194,col15,db,1.1,0.55,0.5,0.716666667
30-May,Round2,13,194,col15,db,2.5,2.15,2,2.216666667
30-May,Round2,13,194,col15,db,3.05,2.75,2.15,2.65
30-May,Round2,13,195,col16,c,1.2,0.75,0.75,0.9
30-May,Round2,13,195,col16,c,2.25,1.3,0.9,1.483333333
30-May,Round2,13,195,col16,c,0.1,0.1,0.1,0.1
30-May,Round2,13,195,col16,c,3,2.25,2.1,2.45
30-May,Round2,13,195,col16,c,3.05,2.95,2.75,2.916666667
30-May,Round2,13,195,col16,c,2.9,1.75,1.65,2.1
30-May,Round2,13,195,col16,c,2,1.25,1.15,1.466666667
30-May,Round2,13,195,col16,c,2.9,2,1.5,2.133333333
30-May,Round2,13,195,col16,c,0.1,0.1,0.1,0.1
30-May,Round2,13,195,col16,c,2.5,2.5,1.75,2.25
5-Jun,Round2,19,188,col9,db,3.15,3.1,3.05,3.1
5-Jun,Round2,19,188,col9,db,2.75,2.65,2,2.466666667
5-Jun,Round2,19,188,col9,db,1.8,1.75,1.5,1.683333333
5-Jun,Round2,19,188,col9,db,0.7,0.5,0.5,0.566666667
5-Jun,Round2,19,188,col9,db,0.2,0.15,0.1,0.15
5-Jun,Round2,19,188,col9,db,0.1,0.1,0.05,0.083333333
5-Jun,Round2,19,188,col9,db,2.1,1.85,1.1,1.683333333
5-Jun,Round2,19,188,col9,db,2.75,2.5,2.35,2.533333333
5-Jun,Round2,19,188,col9,db,0.35,0.3,0.3,0.316666667
5-Jun,Round2,19,188,col9,db,0.1,0.1,0.1,0.1
5-Jun,Round2,19,189,col10,c,3,2.35,2.3,2.55
5-Jun,Round2,19,189,col10,c,2.75,2.25,1.25,2.083333333
5-Jun,Round2,19,189,col10,c,0.05,0.05,0.05,0.05
5-Jun,Round2,19,189,col10,c,3,2,2,2.333333333
5-Jun,Round2,19,189,col10,c,0.3,0.3,0.25,0.283333333
5-Jun,Round2,19,189,col10,c,1.65,0.75,0.6,1
5-Jun,Round2,19,189,col10,c,3.3,3.2,3,3.166666667
5-Jun,Round2,19,189,col10,c,3.25,3.15,3.15,3.183333333
5-Jun,Round2,19,189,col10,c,3.15,3.05,2.75,2.983333333
5-Jun,Round2,19,189,col10,c,3.15,0.5,0.5,1.383333333
5-Jun,Round2,19,190,col11,c,0.2,0.15,0.15,0.166666667
5-Jun,Round2,19,190,col11,c,0.25,0.2,0.2,0.216666667
5-Jun,Round2,19,190,col11,c,1.7,1.5,1.2,1.466666667
5-Jun,Round2,19,190,col11,c,3.35,2.85,2.15,2.783333333
5-Jun,Round2,19,190,col11,c,1.4,1.4,0.95,1.25
5-Jun,Round2,19,190,col11,c,0.15,0.15,0.1,0.133333333
5-Jun,Round2,19,190,col11,c,0.25,0.2,0.2,0.216666667
5-Jun,Round2,19,190,col11,c,0.15,0.15,0.15,0.15
5-Jun,Round2,19,190,col11,c,3,1,0.85,1.616666667
5-Jun,Round2,19,190,col11,c,3.15,3.15,3.1,3.133333333
5-Jun,Round2,19,191,col12,nb,0.2,0.2,0.1,0.166666667
5-Jun,Round2,19,191,col12,nb,0.95,0.65,0.55,0.716666667
5-Jun,Round2,19,191,col12,nb,0.2,0.2,0.15,0.183333333
5-Jun,Round2,19,191,col12,nb,1.25,0.5,0.45,0.733333333
5-Jun,Round2,19,191,col12,nb,2.5,0.9,0.9,1.433333333
5-Jun,Round2,19,191,col12,nb,0.25,0.2,0.2,0.216666667
5-Jun,Round2,19,191,col12,nb,0.1,0.1,0.05,0.083333333
5-Jun,Round2,19,191,col12,nb,2,1.9,1.75,1.883333333
5-Jun,Round2,19,191,col12,nb,0.1,0.1,0.1,0.1
5-Jun,Round2,19,191,col12,nb,0.15,0.15,0.15,0.15
5-Jun,Round2,19,192,col13,nb,3,2.3,2.3,2.533333333
5-Jun,Round2,19,192,col13,nb,2.6,2.4,2.25,2.416666667
5-Jun,Round2,19,192,col13,nb,2.45,2.3,2.25,2.333333333
5-Jun,Round2,19,192,col13,nb,2.9,2.45,2.15,2.5
5-Jun,Round2,19,192,col13,nb,0.55,0.5,0.5,0.516666667
5-Jun,Round2,19,192,col13,nb,3,2.5,2.5,2.666666667
5-Jun,Round2,19,192,col13,nb,3.15,3,2.75,2.966666667
5-Jun,Round2,19,192,col13,nb,3.1,2.75,2.75,2.866666667
5-Jun,Round2,19,192,col13,nb,0.1,0.1,0.1,0.1
5-Jun,Round2,19,192,col13,nb,0.85,0.65,0.55,0.683333333
5-Jun,Round2,19,193,col14,c,3.1,2.75,2.75,2.866666667
5-Jun,Round2,19,193,col14,c,0.25,0.25,0.2,0.233333333
5-Jun,Round2,19,193,col14,c,3.1,3.05,2.5,2.883333333
5-Jun,Round2,19,193,col14,c,0.2,0.15,0.15,0.166666667
5-Jun,Round2,19,193,col14,c,0.15,0.15,0.1,0.133333333
5-Jun,Round2,19,193,col14,c,0.15,0.15,0.15,0.15
5-Jun,Round2,19,193,col14,c,3.55,3.5,3.15,3.4
5-Jun,Round2,19,193,col14,c,2.65,2.6,2.55,2.6
5-Jun,Round2,19,193,col14,c,0.2,0.15,0.15,0.166666667
5-Jun,Round2,19,193,col14,c,0.1,0.1,0.1,0.1
5-Jun,Round2,19,194,col15,db,2.8,1.2,1.05,1.683333333
5-Jun,Round2,19,194,col15,db,0.5,0.45,0.4,0.45
5-Jun,Round2,19,194,col15,db,0.15,0.15,0.1,0.133333333
5-Jun,Round2,19,194,col15,db,3.05,3,2.55,2.866666667
5-Jun,Round2,19,194,col15,db,0.45,0.4,0.4,0.416666667
5-Jun,Round2,19,194,col15,db,0.2,0.15,0.15,0.166666667
5-Jun,Round2,19,194,col15,db,3.15,3.05,2.15,2.783333333
5-Jun,Round2,19,194,col15,db,0.15,0.15,0.15,0.15
5-Jun,Round2,19,194,col15,db,3.45,3,2.85,3.1
5-Jun,Round2,19,194,col15,db,3.25,2.75,2.65,2.883333333
5-Jun,Round2,19,195,col16,c,0.2,0.15,0.15,0.166666667
5-Jun,Round2,19,195,col16,c,3.25,3.15,2.65,3.016666667
5-Jun,Round2,19,195,col16,c,0.15,0.15,0.1,0.133333333
5-Jun,Round2,19,195,col16,c,3.15,1.55,2.35,2.35
5-Jun,Round2,19,195,col16,c,2.05,1.55,1.75,1.783333333
5-Jun,Round2,19,195,col16,c,1.45,1.05,0.8,1.1
5-Jun,Round2,19,195,col16,c,2.5,2.25,2.25,2.333333333
5-Jun,Round2,19,195,col16,c,2.3,2.05,1.5,1.95
5-Jun,Round2,19,195,col16,c,3,2.5,2.25,2.583333333
5-Jun,Round2,19,195,col16,c,0.25,0.2,0.2,0.216666667
11-Jun,Round2,25,188,col9,db,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,188,col9,db,2.65,1.65,0.6,1.633333333
11-Jun,Round2,25,188,col9,db,0.35,0.35,0.3,0.333333333
11-Jun,Round2,25,188,col9,db,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,188,col9,db,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,188,col9,db,3.1,3,2.5,2.866666667
11-Jun,Round2,25,188,col9,db,1,1,0.75,0.916666667
11-Jun,Round2,25,188,col9,db,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,188,col9,db,0.15,0.15,0.15,0.15
11-Jun,Round2,25,188,col9,db,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,189,col10,c,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,189,col10,c,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,189,col10,c,0.45,0.45,0.4,0.433333333
11-Jun,Round2,25,189,col10,c,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,189,col10,c,0.15,0.1,0.1,0.116666667
11-Jun,Round2,25,189,col10,c,0.85,0.5,0.45,0.6
11-Jun,Round2,25,189,col10,c,0.75,0.75,0.65,0.716666667
11-Jun,Round2,25,189,col10,c,0.45,0.45,0.4,0.433333333
11-Jun,Round2,25,189,col10,c,0.25,0.2,0.2,0.216666667
11-Jun,Round2,25,189,col10,c,0.4,0.35,0.35,0.366666667
11-Jun,Round2,25,190,col11,c,0.3,0.3,0.2,0.266666667
11-Jun,Round2,25,190,col11,c,1.7,1.5,1.2,1.466666667
11-Jun,Round2,25,190,col11,c,3.45,3.3,2.6,3.116666667
11-Jun,Round2,25,190,col11,c,0.25,0.2,0.2,0.216666667
11-Jun,Round2,25,190,col11,c,1.8,1.1,0.65,1.183333333
11-Jun,Round2,25,190,col11,c,0.75,0.65,0.55,0.65
11-Jun,Round2,25,190,col11,c,0.85,0.75,0.7,0.766666667
11-Jun,Round2,25,190,col11,c,2.75,2.6,2.5,2.616666667
11-Jun,Round2,25,190,col11,c,0.45,0.45,0.45,0.45
11-Jun,Round2,25,190,col11,c,1,0.75,0.55,0.766666667
11-Jun,Round2,25,191,col12,nb,0.3,0.3,0.2,0.266666667
11-Jun,Round2,25,191,col12,nb,2.6,2.55,2.15,2.433333333
11-Jun,Round2,25,191,col12,nb,2.9,2.6,2.55,2.683333333
11-Jun,Round2,25,191,col12,nb,3,2.65,2.5,2.716666667
11-Jun,Round2,25,191,col12,nb,2.5,2.35,2.25,2.366666667
11-Jun,Round2,25,191,col12,nb,0.15,0.15,0.15,0.15
11-Jun,Round2,25,191,col12,nb,1,0.75,0.65,0.8
11-Jun,Round2,25,191,col12,nb,3.25,3.25,3.25,3.25
11-Jun,Round2,25,191,col12,nb,1.1,0.9,0.9,0.966666667
11-Jun,Round2,25,191,col12,nb,2.85,2.75,2.35,2.65
11-Jun,Round2,25,192,col13,nb,2.25,2.05,1.65,1.983333333
11-Jun,Round2,25,192,col13,nb,0.6,0.5,0.3,0.466666667
11-Jun,Round2,25,192,col13,nb,0.25,0.2,0.2,0.216666667
11-Jun,Round2,25,192,col13,nb,3.2,3.15,2.55,2.966666667
11-Jun,Round2,25,192,col13,nb,2.75,2.55,2.1,2.466666667
11-Jun,Round2,25,192,col13,nb,0.1,0.1,0.1,0.1
11-Jun,Round2,25,192,col13,nb,2.4,2.15,1.35,1.966666667
11-Jun,Round2,25,192,col13,nb,3.25,1.65,1.85,2.25
11-Jun,Round2,25,192,col13,nb,0.4,0.3,0.2,0.3
11-Jun,Round2,25,192,col13,nb,0.25,0.25,0.2,0.233333333
11-Jun,Round2,25,193,col14,c,3.05,2.6,1.9,2.516666667
11-Jun,Round2,25,193,col14,c,0.65,0.6,0.6,0.616666667
11-Jun,Round2,25,193,col14,c,0.25,0.2,0.2,0.216666667
11-Jun,Round2,25,193,col14,c,3,2.25,1.75,2.333333333
11-Jun,Round2,25,193,col14,c,1.55,1.4,1.4,1.45
11-Jun,Round2,25,193,col14,c,0.2,0.2,0.2,0.2
11-Jun,Round2,25,193,col14,c,3.45,3.4,3.25,3.366666667
11-Jun,Round2,25,193,col14,c,1,0.95,0.7,0.883333333
11-Jun,Round2,25,193,col14,c,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,193,col14,c,3.25,3.15,3.15,3.183333333
11-Jun,Round2,25,194,col15,db,0.1,0.1,0.1,0.1
11-Jun,Round2,25,194,col15,db,1.25,1.1,1,1.116666667
11-Jun,Round2,25,194,col15,db,3.5,3.5,3.25,3.416666667
11-Jun,Round2,25,194,col15,db,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,194,col15,db,0.3,0.3,0.25,0.283333333
11-Jun,Round2,25,194,col15,db,2.6,2.25,2.1,2.316666667
11-Jun,Round2,25,194,col15,db,0.2,0.15,0.15,0.166666667
11-Jun,Round2,25,194,col15,db,0.15,0.15,0.15,0.15
11-Jun,Round2,25,194,col15,db,3.1,2.25,1.65,2.333333333
11-Jun,Round2,25,194,col15,db,0.25,0.25,0.25,0.25
11-Jun,Round2,25,195,col16,c,0.2,0.2,0.15,0.183333333
11-Jun,Round2,25,195,col16,c,2.4,2.15,2,2.183333333
11-Jun,Round2,25,195,col16,c,3.25,3,3,3.083333333
11-Jun,Round2,25,195,col16,c,3.15,3,2.5,2.883333333
11-Jun,Round2,25,195,col16,c,0.45,0.3,0.25,0.333333333
11-Jun,Round2,25,195,col16,c,3,3,1.75,2.583333333
11-Jun,Round2,25,195,col16,c,0.5,0.4,0.4,0.433333333
11-Jun,Round2,25,195,col16,c,3,2.75,2.75,2.833333333
11-Jun,Round2,25,195,col16,c,0.55,0.5,0.5,0.516666667
11-Jun,Round2,25,195,col16,c,0.35,0.3,0.3,0.316666667
